,Route Name,Week Number,Step3 WL,Step3 Q Time,Step3 Clin Mins,Step3 Admin Mins,Step3 Sessions,Step3 DNAs,Step3 Dropout,Step3 Complete,Step3 Caseload,Run
5,Couns,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
6,CBT,3,0,,30.0,15.0,1,1.0,0.0,0.0,0,4
7,Couns,3,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
8,CBT,4,0,,90.0,45.0,3,1.0,0.0,0.0,1,4
9,Couns,4,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
10,CBT,5,0,,90.0,45.0,3,1.0,0.0,0.0,1,4
11,Couns,5,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
12,CBT,6,0,,90.0,45.0,3,1.0,0.0,0.0,1,4
13,Couns,6,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
14,CBT,7,0,,90.0,45.0,3,1.0,0.0,0.0,1,4
15,Couns,7,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
16,CBT,8,0,,150.0,75.0,5,3.0,0.0,0.0,1,4
17,Couns,8,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
18,CBT,9,0,,180.0,90.0,6,4.0,0.0,0.0,1,4
19,Couns,9,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
20,CBT,10,0,,210.0,105.0,7,5.0,0.0,0.0,1,4
21,Couns,10,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
22,CBT,11,0,,210.0,105.0,7,5.0,0.0,0.0,1,4
23,Couns,11,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
24,CBT,12,0,,210.0,105.0,7,5.0,0.0,0.0,1,4
25,Couns,12,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
26,CBT,13,0,,210.0,105.0,7,5.0,0.0,0.0,1,4
27,Couns,13,0,,0.0,0.0,0,0.0,0.0,0.0,0,4
28,CBT,14,0,,270.0,135.0,9,7.0,0.0,0.0,1,4
29,Couns,14,0,,0.0,0.0,0,0.0,0.0,0.0,-1,4
30,CBT,15,0,,270.0,135.0,9,7.0,0.0,0.0,1,4
31,Couns,15,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
32,CBT,16,0,,270.0,135.0,9,7.0,0.0,0.0,1,4
33,Couns,16,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
34,CBT,17,0,,270.0,135.0,9,7.0,0.0,0.0,1,4
35,Couns,17,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
36,CBT,18,0,,300.0,150.0,10,8.0,0.0,0.0,1,4
37,Couns,18,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
38,CBT,19,0,,300.0,150.0,10,8.0,0.0,0.0,1,4
39,Couns,19,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
40,CBT,20,0,,300.0,150.0,10,8.0,0.0,0.0,1,4
41,Couns,20,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
42,CBT,21,0,,300.0,150.0,10,8.0,0.0,0.0,0,4
43,Couns,21,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
44,CBT,22,0,,300.0,150.0,10,8.0,0.0,0.0,0,4
45,Couns,22,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
46,CBT,23,0,,360.0,180.0,12,10.0,0.0,0.0,0,4
47,Couns,23,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
48,CBT,24,0,,360.0,180.0,12,10.0,0.0,0.0,0,4
49,Couns,24,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
50,CBT,25,0,,360.0,195.0,13,11.0,0.0,0.0,0,4
51,Couns,25,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
52,CBT,26,0,,390.0,210.0,14,12.0,0.0,0.0,0,4
53,Couns,26,0,,0.0,0.0,0,0.0,0.0,0.0,-2,4
54,CBT,27,0,,420.0,225.0,15,12.0,0.0,0.0,0,4
55,Couns,27,0,,0.0,0.0,0,0.0,0.0,0.0,-3,4
56,CBT,28,0,,420.0,225.0,15,12.0,0.0,0.0,0,4
57,Couns,28,0,,0.0,0.0,0,0.0,0.0,0.0,-3,4
58,CBT,29,0,,420.0,225.0,15,12.0,0.0,0.0,0,4
59,Couns,29,0,,0.0,0.0,0,0.0,0.0,0.0,-3,4
60,CBT,30,0,,420.0,225.0,15,12.0,0.0,0.0,0,4
61,Couns,30,0,,0.0,0.0,0,0.0,0.0,0.0,-3,4
62,CBT,31,0,,420.0,225.0,15,12.0,0.0,0.0,0,4
63,Couns,31,0,,0.0,0.0,0,0.0,0.0,0.0,-3,4
64,CBT,32,0,,480.0,255.0,17,13.0,0.0,0.0,1,4
65,Couns,32,0,,0.0,0.0,0,0.0,0.0,0.0,-3,4
66,CBT,33,0,,480.0,255.0,17,13.0,0.0,0.0,1,4
67,Couns,33,0,,0.0,0.0,0,0.0,0.0,0.0,-3,4
68,CBT,34,0,,480.0,255.0,17,13.0,0.0,0.0,1,4
69,Couns,34,0,,0.0,0.0,0,0.0,0.0,0.0,-4,4
70,CBT,35,0,,480.0,255.0,17,13.0,0.0,0.0,1,4
71,Couns,35,0,,0.0,0.0,0,0.0,0.0,0.0,-4,4
72,CBT,36,0,,480.0,255.0,17,13.0,0.0,0.0,1,4
73,Couns,36,0,,0.0,0.0,0,0.0,0.0,0.0,-5,4
74,CBT,37,0,,510.0,270.0,18,14.0,0.0,0.0,1,4
75,Couns,37,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
76,CBT,38,0,,510.0,270.0,18,14.0,0.0,0.0,1,4
77,Couns,38,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
78,CBT,39,0,,510.0,270.0,18,14.0,0.0,0.0,1,4
79,Couns,39,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
80,CBT,40,0,,510.0,270.0,18,14.0,0.0,0.0,1,4
81,Couns,40,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
82,CBT,41,0,,540.0,285.0,19,15.0,0.0,0.0,1,4
83,Couns,41,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
84,CBT,42,0,,600.0,315.0,21,17.0,0.0,0.0,1,4
85,Couns,42,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
86,CBT,43,0,,600.0,315.0,21,17.0,0.0,0.0,1,4
87,Couns,43,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
88,CBT,44,0,,600.0,315.0,21,17.0,0.0,0.0,1,4
89,Couns,44,0,,0.0,0.0,0,0.0,0.0,0.0,-6,4
90,CBT,45,0,,600.0,315.0,21,17.0,0.0,0.0,1,4
91,Couns,45,0,,0.0,0.0,0,0.0,0.0,0.0,-7,4
92,CBT,46,0,,600.0,315.0,21,17.0,0.0,0.0,1,4
93,Couns,46,0,,0.0,0.0,0,0.0,0.0,0.0,-7,4
94,CBT,47,0,,600.0,330.0,22,18.0,0.0,0.0,1,4
95,Couns,47,0,,0.0,0.0,0,0.0,0.0,0.0,-7,4
96,CBT,48,0,,630.0,345.0,23,19.0,0.0,0.0,1,4
97,Couns,48,0,,0.0,0.0,0,0.0,0.0,0.0,-7,4
98,CBT,49,0,,660.0,360.0,24,20.0,0.0,0.0,1,4
99,Couns,49,0,,0.0,0.0,0,0.0,0.0,0.0,-7,4
100,CBT,50,0,,720.0,390.0,26,22.0,0.0,0.0,1,4
101,Couns,50,0,,0.0,0.0,0,0.0,0.0,0.0,-7,4
102,CBT,51,0,,720.0,390.0,26,22.0,0.0,0.0,1,4
103,Couns,51,0,,0.0,0.0,0,0.0,0.0,0.0,-7,4
0,CBT,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
1,Couns,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
2,CBT,1,0,,30.0,15.0,1,1.0,0.0,0.0,0,5
3,Couns,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
4,CBT,2,0,,60.0,30.0,2,1.0,0.0,0.0,0,5
5,Couns,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
6,CBT,3,0,,90.0,45.0,3,1.0,0.0,0.0,1,5
7,Couns,3,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
8,CBT,4,0,,90.0,45.0,3,1.0,0.0,0.0,1,5
9,Couns,4,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
10,CBT,5,0,,90.0,45.0,3,1.0,0.0,0.0,1,5
11,Couns,5,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
12,CBT,6,0,,120.0,75.0,5,2.0,0.0,0.0,1,5
13,Couns,6,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
14,CBT,7,0,,150.0,90.0,6,2.0,0.0,0.0,1,5
15,Couns,7,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
16,CBT,8,0,,150.0,90.0,6,2.0,0.0,0.0,1,5
17,Couns,8,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
18,CBT,9,0,,150.0,90.0,6,2.0,0.0,0.0,1,5
19,Couns,9,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
20,CBT,10,0,,150.0,90.0,6,2.0,0.0,0.0,1,5
21,Couns,10,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
22,CBT,11,0,,180.0,105.0,7,3.0,0.0,0.0,1,5
23,Couns,11,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
24,CBT,12,0,,210.0,120.0,8,4.0,0.0,0.0,1,5
25,Couns,12,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
26,CBT,13,0,,210.0,135.0,9,5.0,0.0,0.0,1,5
27,Couns,13,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
28,CBT,14,0,,210.0,135.0,9,5.0,0.0,0.0,1,5
29,Couns,14,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
30,CBT,15,0,,210.0,135.0,9,5.0,0.0,0.0,1,5
31,Couns,15,0,,0.0,0.0,0,0.0,0.0,0.0,0,5
32,CBT,16,0,,210.0,135.0,9,5.0,0.0,0.0,1,5
33,Couns,16,0,,0.0,0.0,0,0.0,0.0,0.0,-1,5
34,CBT,17,0,,210.0,135.0,9,5.0,0.0,0.0,1,5
35,Couns,17,0,,0.0,0.0,0,0.0,0.0,0.0,-1,5
36,CBT,18,0,,210.0,135.0,9,5.0,0.0,0.0,1,5
37,Couns,18,0,,0.0,0.0,0,0.0,0.0,0.0,-1,5
38,CBT,19,0,,240.0,150.0,10,7.0,0.0,0.0,0,5
39,Couns,19,0,,0.0,0.0,0,0.0,0.0,0.0,-1,5
40,CBT,20,0,,270.0,165.0,11,7.0,0.0,0.0,0,5
41,Couns,20,0,,0.0,0.0,0,0.0,0.0,0.0,-1,5
42,CBT,21,0,,270.0,165.0,11,7.0,0.0,0.0,0,5
43,Couns,21,0,,0.0,0.0,0,0.0,0.0,0.0,-1,5
44,CBT,22,0,,270.0,165.0,11,7.0,0.0,0.0,0,5
45,Couns,22,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
46,CBT,23,0,,270.0,165.0,11,7.0,0.0,0.0,0,5
47,Couns,23,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
48,CBT,24,0,,270.0,165.0,11,7.0,0.0,0.0,0,5
49,Couns,24,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
50,CBT,25,0,,300.0,180.0,12,7.0,0.0,0.0,0,5
51,Couns,25,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
52,CBT,26,0,,300.0,180.0,12,7.0,0.0,0.0,0,5
53,Couns,26,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
54,CBT,27,0,,330.0,195.0,13,7.0,0.0,0.0,0,5
55,Couns,27,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
56,CBT,28,0,,360.0,210.0,14,8.0,0.0,0.0,0,5
57,Couns,28,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
58,CBT,29,0,,420.0,240.0,16,10.0,0.0,0.0,0,5
59,Couns,29,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
60,CBT,30,0,,450.0,255.0,17,10.0,0.0,0.0,0,5
61,Couns,30,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
62,CBT,31,0,,450.0,255.0,17,10.0,0.0,0.0,0,5
63,Couns,31,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
64,CBT,32,0,,480.0,270.0,18,11.0,0.0,0.0,0,5
65,Couns,32,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
66,CBT,33,0,,480.0,270.0,18,11.0,0.0,0.0,0,5
67,Couns,33,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
68,CBT,34,0,,480.0,270.0,18,11.0,0.0,0.0,0,5
69,Couns,34,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
70,CBT,35,0,,480.0,270.0,18,11.0,0.0,0.0,0,5
71,Couns,35,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
72,CBT,36,0,,510.0,285.0,19,12.0,0.0,0.0,0,5
73,Couns,36,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
74,CBT,37,0,,510.0,285.0,19,12.0,0.0,0.0,0,5
75,Couns,37,0,,0.0,0.0,0,0.0,0.0,0.0,-2,5
76,CBT,38,0,,510.0,285.0,19,12.0,0.0,0.0,0,5
77,Couns,38,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
78,CBT,39,0,,510.0,285.0,19,12.0,0.0,0.0,0,5
79,Couns,39,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
80,CBT,40,0,,510.0,285.0,19,12.0,0.0,0.0,0,5
81,Couns,40,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
82,CBT,41,0,,540.0,300.0,20,13.0,0.0,0.0,0,5
83,Couns,41,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
84,CBT,42,0,,540.0,300.0,20,13.0,0.0,0.0,0,5
85,Couns,42,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
86,CBT,43,0,,540.0,300.0,20,13.0,0.0,0.0,0,5
87,Couns,43,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
88,CBT,44,0,,540.0,300.0,20,13.0,0.0,0.0,0,5
89,Couns,44,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
90,CBT,45,0,,540.0,300.0,20,13.0,0.0,0.0,0,5
91,Couns,45,0,,0.0,0.0,0,0.0,0.0,0.0,-3,5
92,CBT,46,0,,540.0,300.0,20,13.0,0.0,0.0,0,5
93,Couns,46,0,,0.0,0.0,0,0.0,0.0,0.0,-4,5
94,CBT,47,0,,540.0,300.0,20,13.0,0.0,0.0,0,5
95,Couns,47,0,,0.0,0.0,0,0.0,0.0,0.0,-4,5
96,CBT,48,0,,570.0,330.0,22,15.0,0.0,0.0,0,5
97,Couns,48,0,,0.0,0.0,0,0.0,0.0,0.0,-4,5
98,CBT,49,0,,570.0,330.0,22,15.0,0.0,0.0,0,5
99,Couns,49,0,,0.0,0.0,0,0.0,0.0,0.0,-4,5
100,CBT,50,0,,570.0,330.0,22,15.0,0.0,0.0,0,5
101,Couns,50,0,,0.0,0.0,0,0.0,0.0,0.0,-4,5
102,CBT,51,0,,570.0,330.0,22,15.0,0.0,0.0,0,5
103,Couns,51,0,,0.0,0.0,0,0.0,0.0,0.0,-4,5
0,CBT,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
1,Couns,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
2,CBT,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
3,Couns,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
4,CBT,2,0,,60.0,30.0,2,2.0,0.0,0.0,0,6
5,Couns,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
6,CBT,3,0,,60.0,30.0,2,2.0,0.0,0.0,0,6
7,Couns,3,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
8,CBT,4,0,,60.0,30.0,2,2.0,0.0,0.0,0,6
9,Couns,4,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
10,CBT,5,0,,120.0,60.0,4,4.0,0.0,0.0,1,6
11,Couns,5,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
12,CBT,6,0,,150.0,75.0,5,5.0,0.0,0.0,1,6
13,Couns,6,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
14,CBT,7,0,,180.0,90.0,6,6.0,0.0,0.0,1,6
15,Couns,7,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
16,CBT,8,0,,210.0,105.0,7,7.0,0.0,0.0,1,6
17,Couns,8,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
18,CBT,9,0,,240.0,120.0,8,8.0,0.0,0.0,1,6
19,Couns,9,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
20,CBT,10,0,,240.0,120.0,8,8.0,0.0,0.0,1,6
21,Couns,10,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
22,CBT,11,0,,240.0,120.0,8,8.0,0.0,0.0,1,6
23,Couns,11,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
24,CBT,12,0,,300.0,150.0,10,8.0,0.0,0.0,2,6
25,Couns,12,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
26,CBT,13,0,,300.0,150.0,10,8.0,0.0,0.0,2,6
27,Couns,13,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
28,CBT,14,0,,330.0,165.0,11,9.0,0.0,0.0,2,6
29,Couns,14,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
30,CBT,15,0,,330.0,165.0,11,9.0,0.0,0.0,2,6
31,Couns,15,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
32,CBT,16,0,,360.0,180.0,12,10.0,0.0,0.0,2,6
33,Couns,16,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
34,CBT,17,0,,390.0,195.0,13,10.0,0.0,0.0,2,6
35,Couns,17,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
36,CBT,18,0,,420.0,210.0,14,11.0,0.0,0.0,2,6
37,Couns,18,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
38,CBT,19,0,,450.0,225.0,15,12.0,0.0,0.0,2,6
39,Couns,19,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
40,CBT,20,0,,480.0,240.0,16,13.0,0.0,0.0,2,6
41,Couns,20,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
42,CBT,21,0,,480.0,240.0,16,13.0,0.0,0.0,1,6
43,Couns,21,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
44,CBT,22,0,,480.0,240.0,16,13.0,0.0,0.0,1,6
45,Couns,22,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
46,CBT,23,0,,510.0,255.0,17,14.0,0.0,0.0,2,6
47,Couns,23,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
48,CBT,24,0,,510.0,255.0,17,14.0,0.0,0.0,2,6
49,Couns,24,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
50,CBT,25,0,,540.0,270.0,18,14.0,0.0,0.0,2,6
51,Couns,25,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
52,CBT,26,0,,570.0,285.0,19,15.0,0.0,0.0,2,6
53,Couns,26,0,,0.0,0.0,0,0.0,0.0,0.0,0,6
54,CBT,27,0,,570.0,285.0,19,15.0,0.0,0.0,2,6
55,Couns,27,0,,0.0,0.0,0,0.0,0.0,0.0,-1,6
56,CBT,28,0,,570.0,300.0,20,16.0,0.0,0.0,2,6
57,Couns,28,0,,0.0,0.0,0,0.0,0.0,0.0,-1,6
58,CBT,29,0,,570.0,300.0,20,16.0,0.0,0.0,2,6
59,Couns,29,0,,0.0,0.0,0,0.0,0.0,0.0,-1,6
60,CBT,30,0,,570.0,300.0,20,16.0,0.0,0.0,2,6
61,Couns,30,0,,0.0,0.0,0,0.0,0.0,0.0,-1,6
62,CBT,31,0,,570.0,300.0,20,16.0,0.0,0.0,2,6
63,Couns,31,0,,0.0,0.0,0,0.0,0.0,0.0,-1,6
64,CBT,32,0,,570.0,300.0,20,16.0,0.0,0.0,2,6
65,Couns,32,0,,0.0,0.0,0,0.0,0.0,0.0,-2,6
66,CBT,33,0,,600.0,315.0,21,17.0,0.0,0.0,2,6
67,Couns,33,0,,0.0,0.0,0,0.0,0.0,0.0,-2,6
68,CBT,34,0,,600.0,315.0,21,17.0,0.0,0.0,2,6
69,Couns,34,0,,0.0,0.0,0,0.0,0.0,0.0,-3,6
70,CBT,35,0,,600.0,315.0,21,18.0,0.0,0.0,1,6
71,Couns,35,0,,0.0,0.0,0,0.0,0.0,0.0,-3,6
72,CBT,36,0,,630.0,330.0,22,19.0,0.0,0.0,1,6
73,Couns,36,0,,0.0,0.0,0,0.0,0.0,0.0,-3,6
74,CBT,37,0,,690.0,360.0,24,20.0,0.0,0.0,1,6
75,Couns,37,0,,0.0,0.0,0,0.0,0.0,0.0,-3,6
76,CBT,38,0,,690.0,360.0,24,20.0,0.0,0.0,1,6
77,Couns,38,0,,0.0,0.0,0,0.0,0.0,0.0,-3,6
78,CBT,39,0,,690.0,375.0,25,21.0,0.0,0.0,1,6
79,Couns,39,0,,0.0,0.0,0,0.0,0.0,0.0,-3,6
80,CBT,40,0,,720.0,390.0,26,21.0,0.0,0.0,1,6
81,Couns,40,0,,0.0,0.0,0,0.0,0.0,0.0,-3,6
82,CBT,41,0,,750.0,405.0,27,21.0,0.0,0.0,1,6
83,Couns,41,0,,0.0,0.0,0,0.0,0.0,0.0,-4,6
84,CBT,42,0,,750.0,405.0,27,21.0,0.0,0.0,1,6
85,Couns,42,0,,0.0,0.0,0,0.0,0.0,0.0,-4,6
86,CBT,43,0,,750.0,405.0,27,21.0,0.0,0.0,1,6
87,Couns,43,0,,0.0,0.0,0,0.0,0.0,0.0,-4,6
88,CBT,44,0,,780.0,435.0,29,23.0,0.0,0.0,1,6
89,Couns,44,0,,0.0,0.0,0,0.0,0.0,0.0,-4,6
90,CBT,45,0,,810.0,450.0,30,24.0,0.0,0.0,1,6
91,Couns,45,0,,0.0,0.0,0,0.0,0.0,0.0,-6,6
92,CBT,46,0,,810.0,450.0,30,24.0,0.0,0.0,1,6
93,Couns,46,0,,0.0,0.0,0,0.0,0.0,0.0,-6,6
94,CBT,47,0,,810.0,450.0,30,24.0,0.0,0.0,1,6
95,Couns,47,0,,0.0,0.0,0,0.0,0.0,0.0,-6,6
96,CBT,48,0,,840.0,465.0,31,25.0,0.0,0.0,1,6
97,Couns,48,0,,0.0,0.0,0,0.0,0.0,0.0,-6,6
98,CBT,49,0,,840.0,465.0,31,25.0,0.0,0.0,1,6
99,Couns,49,0,,0.0,0.0,0,0.0,0.0,0.0,-6,6
100,CBT,50,0,,840.0,465.0,31,25.0,0.0,0.0,1,6
101,Couns,50,0,,0.0,0.0,0,0.0,0.0,0.0,-6,6
102,CBT,51,0,,840.0,465.0,31,25.0,0.0,0.0,1,6
103,Couns,51,0,,0.0,0.0,0,0.0,0.0,0.0,-7,6
0,CBT,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
1,Couns,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
2,CBT,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
3,Couns,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
4,CBT,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
5,Couns,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
6,CBT,3,0,,60.0,30.0,2,2.0,0.0,0.0,0,7
7,Couns,3,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
8,CBT,4,0,,60.0,30.0,2,2.0,0.0,0.0,0,7
9,Couns,4,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
10,CBT,5,0,,60.0,30.0,2,2.0,0.0,0.0,0,7
11,Couns,5,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
12,CBT,6,0,,60.0,30.0,2,2.0,0.0,0.0,0,7
13,Couns,6,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
14,CBT,7,0,,90.0,45.0,3,3.0,0.0,0.0,0,7
15,Couns,7,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
16,CBT,8,0,,150.0,75.0,5,5.0,0.0,0.0,0,7
17,Couns,8,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
18,CBT,9,0,,210.0,105.0,7,7.0,0.0,0.0,0,7
19,Couns,9,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
20,CBT,10,0,,210.0,105.0,7,7.0,0.0,0.0,0,7
21,Couns,10,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
22,CBT,11,0,,240.0,120.0,8,8.0,0.0,0.0,0,7
23,Couns,11,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
24,CBT,12,0,,240.0,120.0,8,8.0,0.0,0.0,0,7
25,Couns,12,0,,0.0,0.0,0,0.0,0.0,0.0,0,7
26,CBT,13,0,,240.0,120.0,8,8.0,0.0,0.0,0,7
27,Couns,13,0,,0.0,0.0,0,0.0,0.0,0.0,-1,7
28,CBT,14,0,,270.0,135.0,9,8.0,0.0,0.0,0,7
29,Couns,14,0,,0.0,0.0,0,0.0,0.0,0.0,-1,7
30,CBT,15,0,,270.0,135.0,9,8.0,0.0,0.0,0,7
31,Couns,15,0,,0.0,0.0,0,0.0,0.0,0.0,-1,7
32,CBT,16,0,,270.0,135.0,9,8.0,0.0,0.0,0,7
33,Couns,16,0,,0.0,0.0,0,0.0,0.0,0.0,-2,7
34,CBT,17,0,,300.0,150.0,10,9.0,0.0,0.0,0,7
35,Couns,17,0,,0.0,0.0,0,0.0,0.0,0.0,-2,7
36,CBT,18,0,,330.0,165.0,11,10.0,0.0,0.0,0,7
37,Couns,18,0,,0.0,0.0,0,0.0,0.0,0.0,-2,7
38,CBT,19,0,,330.0,165.0,11,10.0,0.0,0.0,0,7
39,Couns,19,0,,0.0,0.0,0,0.0,0.0,0.0,-2,7
40,CBT,20,0,,360.0,180.0,12,10.0,0.0,0.0,0,7
41,Couns,20,0,,0.0,0.0,0,0.0,0.0,0.0,-2,7
42,CBT,21,0,,390.0,195.0,13,11.0,0.0,0.0,0,7
43,Couns,21,0,,0.0,0.0,0,0.0,0.0,0.0,-3,7
44,CBT,22,0,,390.0,195.0,13,11.0,0.0,0.0,0,7
45,Couns,22,0,,0.0,0.0,0,0.0,0.0,0.0,-3,7
46,CBT,23,0,,420.0,210.0,14,12.0,0.0,0.0,0,7
47,Couns,23,0,,0.0,0.0,0,0.0,0.0,0.0,-4,7
48,CBT,24,0,,420.0,210.0,14,12.0,0.0,0.0,0,7
49,Couns,24,0,,0.0,0.0,0,0.0,0.0,0.0,-4,7
50,CBT,25,0,,420.0,210.0,14,12.0,0.0,0.0,0,7
51,Couns,25,0,,0.0,0.0,0,0.0,0.0,0.0,-4,7
52,CBT,26,0,,420.0,210.0,14,12.0,0.0,0.0,0,7
53,Couns,26,0,,0.0,0.0,0,0.0,0.0,0.0,-4,7
54,CBT,27,0,,450.0,225.0,15,12.0,0.0,0.0,0,7
55,Couns,27,0,,0.0,0.0,0,0.0,0.0,0.0,-5,7
56,CBT,28,0,,480.0,240.0,16,13.0,0.0,0.0,0,7
57,Couns,28,0,,0.0,0.0,0,0.0,0.0,0.0,-5,7
58,CBT,29,0,,480.0,240.0,16,13.0,0.0,0.0,0,7
59,Couns,29,0,,0.0,0.0,0,0.0,0.0,0.0,-5,7
60,CBT,30,0,,510.0,255.0,17,14.0,0.0,0.0,0,7
61,Couns,30,0,,0.0,0.0,0,0.0,0.0,0.0,-5,7
62,CBT,31,0,,540.0,270.0,18,15.0,0.0,0.0,0,7
63,Couns,31,0,,0.0,0.0,0,0.0,0.0,0.0,-5,7
64,CBT,32,0,,540.0,270.0,18,15.0,0.0,0.0,0,7
