,Route Name,Week Number,Step2 WL,Step2 Q Time,Step2 Clin Mins,Step2 Admin Mins,Step2 Sessions,Step2 DNAs,Step2 Dropout,Step2 Complete,Step2 Caseload,Run
2,PwP,1,0,,120.0,60.0,4,0.0,0.0,0.0,0,1
3,Group,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
4,PwP,2,0,,240.0,120.0,8,0.0,0.0,0.0,0,1
5,Group,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
6,PwP,3,0,,300.0,150.0,10,0.0,0.0,0.0,0,1
7,Group,3,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
8,PwP,4,0,,390.0,195.0,13,1.0,0.0,0.0,0,1
9,Group,4,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
10,PwP,5,0,,510.0,255.0,17,3.0,0.0,0.0,0,1
11,Group,5,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
12,PwP,6,0,,570.0,285.0,19,4.0,0.0,0.0,0,1
13,Group,6,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
14,PwP,7,0,,720.0,360.0,24,4.0,0.0,0.0,1,1
15,Group,7,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
16,PwP,8,0,,780.0,390.0,26,6.0,0.0,0.0,1,1
17,Group,8,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
18,PwP,9,0,,915.0,450.0,30,7.0,0.0,0.0,1,1
19,Group,9,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
20,PwP,10,0,,1065.0,525.0,35,9.0,0.0,0.0,1,1
21,Group,10,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
22,PwP,11,0,,1185.0,585.0,39,10.0,0.0,0.0,1,1
23,Group,11,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
24,PwP,12,0,,1305.0,645.0,43,13.0,0.0,0.0,1,1
25,Group,12,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
26,PwP,13,0,,1425.0,705.0,47,14.0,0.0,0.0,1,1
27,Group,13,0,,0.0,0.0,0,0.0,0.0,0.0,0,1
28,PwP,14,0,,1515.0,765.0,51,17.0,0.0,0.0,1,1
29,Group,14,1,,720.0,45.0,3,1.0,0.0,0.0,0,1
30,PwP,15,0,,1605.0,810.0,54,17.0,0.0,0.0,1,1
31,Group,15,1,,1440.0,90.0,6,2.0,0.0,0.0,0,1
32,PwP,16,0,,1635.0,825.0,55,17.0,0.0,0.0,1,1
33,Group,16,1,,2160.0,135.0,9,4.0,0.0,0.0,0,1
34,PwP,17,0,,1695.0,855.0,57,19.0,0.0,0.0,1,1
35,Group,17,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
36,PwP,18,0,,1860.0,930.0,62,21.0,0.0,0.0,1,1
37,Group,18,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
38,PwP,19,0,,1950.0,990.0,66,24.0,0.0,0.0,1,1
39,Group,19,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
40,PwP,20,0,,2010.0,1020.0,68,24.0,0.0,0.0,1,1
41,Group,20,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
42,PwP,21,0,,2100.0,1065.0,71,24.0,0.0,0.0,1,1
43,Group,21,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
44,PwP,22,0,,2220.0,1125.0,75,26.0,0.0,0.0,1,1
45,Group,22,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
46,PwP,23,0,,2250.0,1140.0,76,26.0,0.0,0.0,1,1
47,Group,23,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
48,PwP,24,0,,2370.0,1200.0,80,26.0,0.0,0.0,1,1
49,Group,24,0,,2880.0,180.0,12,7.0,0.0,0.0,0,1
50,PwP,25,0,,2400.0,1215.0,81,26.0,0.0,0.0,1,1
51,Group,25,2,,3600.0,225.0,15,9.0,0.0,0.0,0,1
52,PwP,26,0,,2460.0,1245.0,83,26.0,0.0,0.0,1,1
53,Group,26,2,,4320.0,270.0,18,11.0,0.0,0.0,0,1
54,PwP,27,0,,2550.0,1290.0,86,26.0,0.0,0.0,1,1
55,Group,27,1,,5040.0,315.0,21,11.0,0.0,0.0,0,1
56,PwP,28,0,,2610.0,1320.0,88,27.0,0.0,0.0,0,1
57,Group,28,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
58,PwP,29,0,,2640.0,1350.0,90,28.0,0.0,0.0,0,1
59,Group,29,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
60,PwP,30,0,,2670.0,1365.0,91,28.0,0.0,0.0,0,1
61,Group,30,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
62,PwP,31,0,,2820.0,1440.0,96,29.0,0.0,0.0,0,1
63,Group,31,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
64,PwP,32,0,,2910.0,1485.0,99,29.0,0.0,0.0,0,1
65,Group,32,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
66,PwP,33,0,,3030.0,1545.0,103,30.0,0.0,0.0,1,1
67,Group,33,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
68,PwP,34,0,,3090.0,1590.0,106,32.0,0.0,0.0,1,1
69,Group,34,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
70,PwP,35,0,,3240.0,1665.0,111,33.0,0.0,0.0,2,1
71,Group,35,0,,5760.0,360.0,24,11.0,0.0,0.0,0,1
72,PwP,36,0,,3330.0,1710.0,114,33.0,0.0,0.0,3,1
73,Group,36,1,,6480.0,405.0,27,12.0,0.0,0.0,0,1
74,PwP,37,0,,3480.0,1785.0,119,35.0,0.0,0.0,3,1
75,Group,37,1,,7200.0,450.0,30,14.0,0.0,0.0,0,1
76,PwP,38,0,,3540.0,1815.0,121,35.0,0.0,0.0,3,1
77,Group,38,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
78,PwP,39,0,,3600.0,1845.0,123,36.0,0.0,0.0,3,1
79,Group,39,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
80,PwP,40,0,,3720.0,1905.0,127,39.0,0.0,0.0,3,1
81,Group,40,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
82,PwP,41,0,,3810.0,1950.0,130,41.0,0.0,0.0,3,1
83,Group,41,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
84,PwP,42,0,,3930.0,2010.0,134,41.0,0.0,0.0,3,1
85,Group,42,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
86,PwP,43,0,,3990.0,2040.0,136,42.0,0.0,0.0,3,1
87,Group,43,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
88,PwP,44,0,,4080.0,2085.0,139,42.0,0.0,0.0,3,1
89,Group,44,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
90,PwP,45,0,,4170.0,2130.0,142,43.0,0.0,0.0,4,1
91,Group,45,0,,7440.0,465.0,31,14.0,0.0,0.0,0,1
92,PwP,46,0,,4200.0,2145.0,143,43.0,0.0,0.0,4,1
93,Group,46,2,,8160.0,510.0,34,14.0,0.0,0.0,0,1
94,PwP,47,0,,4320.0,2205.0,147,44.0,0.0,0.0,4,1
95,Group,47,2,,8880.0,555.0,37,15.0,0.0,0.0,0,1
96,PwP,48,0,,4380.0,2235.0,149,44.0,0.0,0.0,4,1
97,Group,48,1,,9600.0,600.0,40,16.0,0.0,0.0,0,1
98,PwP,49,0,,4530.0,2310.0,154,46.0,0.0,0.0,4,1
99,Group,49,0,,9840.0,615.0,41,17.0,0.0,0.0,0,1
100,PwP,50,0,,4590.0,2340.0,156,47.0,0.0,0.0,4,1
101,Group,50,0,,9840.0,615.0,41,17.0,0.0,0.0,0,1
102,PwP,51,0,,4710.0,2400.0,160,49.0,0.0,0.0,4,1
103,Group,51,0,,9840.0,615.0,41,17.0,0.0,0.0,0,1
0,PwP,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,2
1,Group,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,2
2,PwP,1,0,,60.0,30.0,2,1.0,0.0,0.0,0,2
3,Group,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,2
4,PwP,2,0,,150.0,75.0,5,1.0,0.0,0.0,0,2
5,Group,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,2
6,PwP,3,0,,270.0,135.0,9,2.0,0.0,0.0,0,2
7,Group,3,0,,0.0,0.0,0,0.0,0.0,0.0,0,2
8,PwP,4,0,,360.0,180.0,12,2.0,0.0,0.0,0,2
9,Group,4,0,,0.0,0.0,0,0.0,0.0,0.0,0,2
10,PwP,5,0,,450.0,225.0,15,2.0,0.0,0.0,0,2
11,Group,5,1,,720.0,45.0,3,2.0,0.0,0.0,0,2
12,PwP,6,0,,570.0,285.0,19,3.0,0.0,0.0,0,2
13,Group,6,1,,1440.0,90.0,6,3.0,0.0,0.0,0,2
14,PwP,7,0,,630.0,330.0,22,4.0,0.0,0.0,0,2
15,Group,7,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
16,PwP,8,0,,750.0,390.0,26,4.0,0.0,0.0,0,2
17,Group,8,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
18,PwP,9,0,,870.0,450.0,30,5.0,0.0,0.0,0,2
19,Group,9,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
20,PwP,10,0,,930.0,480.0,32,5.0,0.0,0.0,0,2
21,Group,10,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
22,PwP,11,0,,1050.0,540.0,36,5.0,0.0,0.0,0,2
23,Group,11,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
24,PwP,12,0,,1185.0,600.0,40,6.0,0.0,0.0,0,2
25,Group,12,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
26,PwP,13,0,,1275.0,645.0,43,7.0,0.0,0.0,0,2
27,Group,13,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
28,PwP,14,0,,1395.0,705.0,47,7.0,0.0,0.0,0,2
29,Group,14,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
30,PwP,15,0,,1485.0,750.0,50,7.0,0.0,0.0,0,2
31,Group,15,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
32,PwP,16,0,,1605.0,810.0,54,7.0,0.0,0.0,1,2
33,Group,16,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
34,PwP,17,0,,1725.0,870.0,58,10.0,0.0,0.0,1,2
35,Group,17,0,,2160.0,135.0,9,5.0,0.0,0.0,0,2
36,PwP,18,0,,1755.0,885.0,59,10.0,0.0,0.0,1,2
37,Group,18,2,,2880.0,180.0,12,5.0,0.0,0.0,0,2
38,PwP,19,0,,1815.0,915.0,61,11.0,0.0,0.0,1,2
39,Group,19,2,,3600.0,225.0,15,7.0,0.0,0.0,0,2
40,PwP,20,0,,1905.0,960.0,64,11.0,0.0,0.0,1,2
41,Group,20,1,,4320.0,270.0,18,8.0,0.0,0.0,0,2
42,PwP,21,0,,2040.0,1020.0,68,13.0,0.0,0.0,1,2
43,Group,21,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
44,PwP,22,0,,2130.0,1065.0,71,13.0,0.0,0.0,1,2
45,Group,22,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
46,PwP,23,0,,2265.0,1125.0,75,15.0,0.0,0.0,1,2
47,Group,23,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
48,PwP,24,0,,2415.0,1200.0,80,16.0,0.0,0.0,1,2
49,Group,24,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
50,PwP,25,0,,2505.0,1245.0,83,18.0,0.0,0.0,1,2
51,Group,25,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
52,PwP,26,0,,2595.0,1290.0,86,18.0,0.0,0.0,1,2
53,Group,26,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
54,PwP,27,0,,2655.0,1320.0,88,18.0,0.0,0.0,1,2
55,Group,27,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
56,PwP,28,0,,2745.0,1365.0,91,19.0,0.0,0.0,1,2
57,Group,28,0,,4800.0,300.0,20,8.0,0.0,0.0,0,2
58,PwP,29,0,,2775.0,1380.0,92,20.0,0.0,0.0,1,2
59,Group,29,1,,5520.0,345.0,23,10.0,0.0,0.0,0,2
60,PwP,30,0,,2835.0,1410.0,94,20.0,0.0,0.0,1,2
61,Group,30,1,,6000.0,390.0,26,11.0,0.0,0.0,0,2
62,PwP,31,0,,2895.0,1440.0,96,20.0,0.0,0.0,1,2
63,Group,31,1,,6720.0,435.0,29,12.0,0.0,0.0,0,2
64,PwP,32,0,,3015.0,1500.0,100,22.0,0.0,0.0,1,2
65,Group,32,0,,6960.0,450.0,30,12.0,0.0,0.0,0,2
66,PwP,33,0,,3045.0,1515.0,101,22.0,0.0,0.0,1,2
67,Group,33,0,,6960.0,450.0,30,12.0,0.0,0.0,0,2
68,PwP,34,0,,3165.0,1575.0,105,22.0,0.0,0.0,1,2
69,Group,34,0,,6960.0,450.0,30,12.0,0.0,0.0,0,2
70,PwP,35,0,,3225.0,1605.0,107,23.0,0.0,0.0,1,2
71,Group,35,0,,6960.0,450.0,30,12.0,0.0,0.0,0,2
72,PwP,36,0,,3345.0,1665.0,111,23.0,0.0,0.0,1,2
73,Group,36,0,,6960.0,450.0,30,12.0,0.0,0.0,0,2
74,PwP,37,0,,3435.0,1710.0,114,24.0,0.0,0.0,1,2
75,Group,37,1,,7680.0,495.0,33,13.0,0.0,0.0,0,2
76,PwP,38,0,,3555.0,1770.0,118,25.0,0.0,0.0,1,2
77,Group,38,1,,8400.0,540.0,36,13.0,0.0,0.0,0,2
78,PwP,39,0,,3585.0,1785.0,119,26.0,0.0,0.0,1,2
79,Group,39,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
80,PwP,40,0,,3675.0,1830.0,122,27.0,0.0,0.0,1,2
81,Group,40,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
82,PwP,41,0,,3795.0,1905.0,127,28.0,0.0,0.0,1,2
83,Group,41,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
84,PwP,42,0,,3855.0,1935.0,129,29.0,0.0,0.0,1,2
85,Group,42,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
86,PwP,43,0,,3915.0,1965.0,131,29.0,0.0,0.0,1,2
87,Group,43,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
88,PwP,44,0,,4005.0,2025.0,135,32.0,0.0,0.0,1,2
89,Group,44,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
90,PwP,45,0,,4095.0,2070.0,138,33.0,0.0,0.0,1,2
91,Group,45,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
92,PwP,46,0,,4215.0,2130.0,142,35.0,0.0,0.0,0,2
93,Group,46,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
94,PwP,47,0,,4335.0,2190.0,146,37.0,0.0,0.0,0,2
95,Group,47,0,,9120.0,585.0,39,15.0,0.0,0.0,0,2
96,PwP,48,0,,4335.0,2205.0,147,38.0,0.0,0.0,0,2
97,Group,48,3,,9840.0,630.0,42,17.0,0.0,0.0,0,2
98,PwP,49,0,,4395.0,2235.0,149,38.0,0.0,0.0,0,2
99,Group,49,3,,10560.0,675.0,45,19.0,0.0,0.0,0,2
100,PwP,50,0,,4530.0,2295.0,153,39.0,0.0,0.0,0,2
101,Group,50,2,,11280.0,720.0,48,21.0,0.0,0.0,0,2
102,PwP,51,0,,4620.0,2340.0,156,41.0,0.0,0.0,0,2
103,Group,51,0,,11760.0,750.0,50,21.0,0.0,0.0,0,2
0,PwP,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
1,Group,0,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
2,PwP,1,0,,120.0,60.0,4,0.0,0.0,0.0,0,3
3,Group,1,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
4,PwP,2,0,,210.0,105.0,7,1.0,0.0,0.0,0,3
5,Group,2,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
6,PwP,3,0,,300.0,150.0,10,2.0,0.0,0.0,0,3
7,Group,3,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
8,PwP,4,0,,450.0,225.0,15,3.0,0.0,0.0,0,3
9,Group,4,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
10,PwP,5,0,,540.0,270.0,18,4.0,0.0,0.0,0,3
11,Group,5,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
12,PwP,6,0,,660.0,330.0,22,5.0,0.0,0.0,0,3
13,Group,6,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
14,PwP,7,0,,780.0,390.0,26,6.0,0.0,0.0,0,3
15,Group,7,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
16,PwP,8,0,,930.0,465.0,31,8.0,0.0,0.0,0,3
17,Group,8,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
18,PwP,9,0,,1020.0,510.0,34,9.0,0.0,0.0,0,3
19,Group,9,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
20,PwP,10,0,,1140.0,570.0,38,10.0,0.0,0.0,0,3
21,Group,10,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
22,PwP,11,0,,1230.0,615.0,41,11.0,0.0,0.0,0,3
23,Group,11,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
24,PwP,12,0,,1350.0,675.0,45,11.0,0.0,0.0,0,3
25,Group,12,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
26,PwP,13,0,,1470.0,735.0,49,11.0,0.0,0.0,0,3
27,Group,13,0,,0.0,0.0,0,0.0,0.0,0.0,0,3
28,PwP,14,0,,1575.0,780.0,52,13.0,0.0,0.0,0,3
29,Group,14,1,,720.0,45.0,3,1.0,0.0,0.0,0,3
30,PwP,15,0,,1695.0,840.0,56,14.0,0.0,0.0,0,3
31,Group,15,1,,1440.0,90.0,6,1.0,0.0,0.0,0,3
32,PwP,16,0,,1785.0,900.0,60,16.0,0.0,0.0,0,3
33,Group,16,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
34,PwP,17,0,,1845.0,930.0,62,17.0,0.0,0.0,0,3
35,Group,17,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
36,PwP,18,0,,1965.0,990.0,66,17.0,0.0,0.0,0,3
37,Group,18,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
38,PwP,19,0,,2085.0,1050.0,70,17.0,0.0,0.0,0,3
39,Group,19,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
40,PwP,20,0,,2205.0,1110.0,74,18.0,0.0,0.0,0,3
41,Group,20,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
42,PwP,21,0,,2325.0,1170.0,78,18.0,0.0,0.0,0,3
43,Group,21,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
44,PwP,22,0,,2385.0,1200.0,80,18.0,0.0,0.0,0,3
45,Group,22,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
46,PwP,23,0,,2520.0,1275.0,85,22.0,0.0,0.0,0,3
47,Group,23,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
48,PwP,24,0,,2640.0,1335.0,89,23.0,0.0,0.0,0,3
49,Group,24,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
50,PwP,25,0,,2760.0,1395.0,93,24.0,0.0,0.0,0,3
51,Group,25,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
52,PwP,26,0,,2910.0,1470.0,98,25.0,0.0,0.0,0,3
53,Group,26,0,,1680.0,105.0,7,1.0,0.0,0.0,0,3
54,PwP,27,0,,3030.0,1530.0,102,26.0,0.0,0.0,0,3
