,Caseload ID,Caseload Level,Run Number,Week Number
2027,cbt_5,22,1,15
2028,cbt_6,23,1,15
2029,cbt_7,25,1,15
2030,cbt_8,23,1,15
2031,cbt_9,25,1,15
2032,cbt_10,24,1,15
2033,cbt_11,23,1,15
2034,cbt_12,24,1,15
2035,cbt_13,23,1,15
2036,couns_0,13,1,15
2037,couns_1,17,1,15
2038,couns_2,23,1,15
2039,couns_3,17,1,15
2040,pwp_0,37,1,16
2041,pwp_1,39,1,16
2042,pwp_2,42,1,16
2043,pwp_3,36,1,16
2044,pwp_4,43,1,16
2045,pwp_5,42,1,16
2046,pwp_6,39,1,16
2047,pwp_7,42,1,16
2048,pwp_8,31,1,16
2049,pwp_9,40,1,16
2050,pwp_10,43,1,16
2051,pwp_11,31,1,16
2052,cbt_0,25,1,16
2053,cbt_1,25,1,16
2054,cbt_2,25,1,16
2055,cbt_3,25,1,16
2056,cbt_4,25,1,16
2057,cbt_5,22,1,16
2058,cbt_6,23,1,16
2059,cbt_7,25,1,16
2060,cbt_8,23,1,16
2061,cbt_9,25,1,16
2062,cbt_10,24,1,16
2063,cbt_11,23,1,16
2064,cbt_12,24,1,16
2065,cbt_13,23,1,16
2066,couns_0,12,1,16
2067,couns_1,17,1,16
2068,couns_2,22,1,16
2069,couns_3,17,1,16
2070,pwp_0,36,1,17
2071,pwp_1,39,1,17
2072,pwp_2,43,1,17
2073,pwp_3,36,1,17
2074,pwp_4,44,1,17
2075,pwp_5,42,1,17
2076,pwp_6,42,1,17
2077,pwp_7,43,1,17
2078,pwp_8,27,1,17
2079,pwp_9,40,1,17
2080,pwp_10,43,1,17
2081,pwp_11,31,1,17
2082,cbt_0,25,1,17
2083,cbt_1,25,1,17
2084,cbt_2,25,1,17
2085,cbt_3,25,1,17
2086,cbt_4,25,1,17
2087,cbt_5,21,1,17
2088,cbt_6,24,1,17
2089,cbt_7,25,1,17
2090,cbt_8,23,1,17
2091,cbt_9,24,1,17
2092,cbt_10,24,1,17
2093,cbt_11,23,1,17
2094,cbt_12,24,1,17
2095,cbt_13,22,1,17
2096,couns_0,11,1,17
2097,couns_1,17,1,17
2098,couns_2,22,1,17
2099,couns_3,16,1,17
2100,pwp_0,36,1,18
2101,pwp_1,40,1,18
2102,pwp_2,42,1,18
2103,pwp_3,37,1,18
2104,pwp_4,42,1,18
2105,pwp_5,43,1,18
2106,pwp_6,43,1,18
2107,pwp_7,44,1,18
2108,pwp_8,27,1,18
2109,pwp_9,38,1,18
2110,pwp_10,45,1,18
2111,pwp_11,29,1,18
2112,cbt_0,25,1,18
2113,cbt_1,25,1,18
2114,cbt_2,25,1,18
2115,cbt_3,25,1,18
2116,cbt_4,24,1,18
2117,cbt_5,20,1,18
2118,cbt_6,24,1,18
2119,cbt_7,25,1,18
2120,cbt_8,23,1,18
2121,cbt_9,24,1,18
2122,cbt_10,24,1,18
2123,cbt_11,23,1,18
2124,cbt_12,24,1,18
2125,cbt_13,22,1,18
2126,couns_0,11,1,18
2127,couns_1,16,1,18
2128,couns_2,22,1,18
2129,couns_3,16,1,18
2130,pwp_0,35,1,19
2131,pwp_1,41,1,19
2132,pwp_2,42,1,19
2133,pwp_3,36,1,19
2134,pwp_4,41,1,19
2135,pwp_5,44,1,19
2136,pwp_6,44,1,19
2137,pwp_7,42,1,19
2138,pwp_8,27,1,19
2139,pwp_9,37,1,19
2140,pwp_10,44,1,19
2141,pwp_11,25,1,19
2142,cbt_0,25,1,19
2143,cbt_1,25,1,19
2144,cbt_2,25,1,19
2145,cbt_3,25,1,19
2146,cbt_4,24,1,19
2147,cbt_5,20,1,19
2148,cbt_6,24,1,19
2149,cbt_7,25,1,19
2150,cbt_8,23,1,19
2151,cbt_9,24,1,19
2152,cbt_10,24,1,19
2153,cbt_11,23,1,19
2154,cbt_12,24,1,19
2155,cbt_13,22,1,19
2156,couns_0,10,1,19
2157,couns_1,16,1,19
2158,couns_2,22,1,19
2159,couns_3,16,1,19
2160,pwp_0,32,1,20
2161,pwp_1,44,1,20
2162,pwp_2,42,1,20
2163,pwp_3,36,1,20
2164,pwp_4,41,1,20
2165,pwp_5,47,1,20
2166,pwp_6,41,1,20
2167,pwp_7,43,1,20
2168,pwp_8,26,1,20
2169,pwp_9,38,1,20
2170,pwp_10,45,1,20
2171,pwp_11,24,1,20
2172,cbt_0,25,1,20
2173,cbt_1,25,1,20
2174,cbt_2,25,1,20
2175,cbt_3,25,1,20
2176,cbt_4,24,1,20
2177,cbt_5,20,1,20
2178,cbt_6,24,1,20
2179,cbt_7,25,1,20
2180,cbt_8,23,1,20
2181,cbt_9,24,1,20
2182,cbt_10,24,1,20
2183,cbt_11,23,1,20
2184,cbt_12,24,1,20
2185,cbt_13,20,1,20
2186,couns_0,10,1,20
2187,couns_1,16,1,20
2188,couns_2,22,1,20
2189,couns_3,16,1,20
2190,pwp_0,31,1,21
2191,pwp_1,41,1,21
2192,pwp_2,41,1,21
2193,pwp_3,34,1,21
2194,pwp_4,41,1,21
2195,pwp_5,47,1,21
2196,pwp_6,39,1,21
2197,pwp_7,45,1,21
2198,pwp_8,26,1,21
2199,pwp_9,37,1,21
2200,pwp_10,46,1,21
2201,pwp_11,24,1,21
2202,cbt_0,25,1,21
2203,cbt_1,25,1,21
2204,cbt_2,25,1,21
2205,cbt_3,25,1,21
2206,cbt_4,25,1,21
2207,cbt_5,20,1,21
2208,cbt_6,24,1,21
2209,cbt_7,25,1,21
2210,cbt_8,23,1,21
2211,cbt_9,24,1,21
2212,cbt_10,24,1,21
2213,cbt_11,23,1,21
2214,cbt_12,24,1,21
2215,cbt_13,20,1,21
2216,couns_0,10,1,21
2217,couns_1,16,1,21
2218,couns_2,22,1,21
2219,couns_3,16,1,21
2220,pwp_0,30,1,22
2221,pwp_1,41,1,22
2222,pwp_2,43,1,22
2223,pwp_3,33,1,22
2224,pwp_4,41,1,22
2225,pwp_5,47,1,22
2226,pwp_6,37,1,22
2227,pwp_7,46,1,22
2228,pwp_8,23,1,22
2229,pwp_9,36,1,22
2230,pwp_10,46,1,22
2231,pwp_11,23,1,22
2232,cbt_0,25,1,22
2233,cbt_1,25,1,22
2234,cbt_2,25,1,22
2235,cbt_3,25,1,22
2236,cbt_4,25,1,22
2237,cbt_5,20,1,22
2238,cbt_6,24,1,22
2239,cbt_7,25,1,22
2240,cbt_8,23,1,22
2241,cbt_9,24,1,22
2242,cbt_10,24,1,22
2243,cbt_11,23,1,22
2244,cbt_12,24,1,22
2245,cbt_13,20,1,22
2246,couns_0,8,1,22
2247,couns_1,15,1,22
2248,couns_2,21,1,22
2249,couns_3,15,1,22
2250,pwp_0,29,1,23
2251,pwp_1,40,1,23
2252,pwp_2,43,1,23
2253,pwp_3,32,1,23
2254,pwp_4,38,1,23
2255,pwp_5,50,1,23
2256,pwp_6,37,1,23
2257,pwp_7,48,1,23
2258,pwp_8,25,1,23
2259,pwp_9,36,1,23
2260,pwp_10,44,1,23
2261,pwp_11,21,1,23
2262,cbt_0,25,1,23
2263,cbt_1,25,1,23
2264,cbt_2,25,1,23
2265,cbt_3,25,1,23
2266,cbt_4,25,1,23
2267,cbt_5,20,1,23
2268,cbt_6,24,1,23
2269,cbt_7,25,1,23
2270,cbt_8,23,1,23
2271,cbt_9,24,1,23
2272,cbt_10,24,1,23
2273,cbt_11,22,1,23
2274,cbt_12,24,1,23
2275,cbt_13,20,1,23
2276,couns_0,7,1,23
2277,couns_1,15,1,23
2278,couns_2,21,1,23
2279,couns_3,15,1,23
2280,pwp_0,27,1,24
2281,pwp_1,40,1,24
2282,pwp_2,44,1,24
2283,pwp_3,30,1,24
2284,pwp_4,38,1,24
2285,pwp_5,50,1,24
2286,pwp_6,37,1,24
2287,pwp_7,50,1,24
2288,pwp_8,25,1,24
2289,pwp_9,41,1,24
2290,pwp_10,42,1,24
2291,pwp_11,20,1,24
2292,cbt_0,25,1,24
2293,cbt_1,25,1,24
2294,cbt_2,25,1,24
2295,cbt_3,25,1,24
2296,cbt_4,25,1,24
2297,cbt_5,20,1,24
2298,cbt_6,23,1,24
2299,cbt_7,25,1,24
2300,cbt_8,23,1,24
2301,cbt_9,24,1,24
2302,cbt_10,24,1,24
2303,cbt_11,22,1,24
2304,cbt_12,24,1,24
2305,cbt_13,19,1,24
2306,couns_0,6,1,24
2307,couns_1,15,1,24
2308,couns_2,20,1,24
2309,couns_3,15,1,24
2310,pwp_0,27,1,25
2311,pwp_1,40,1,25
2312,pwp_2,48,1,25
2313,pwp_3,30,1,25
2314,pwp_4,37,1,25
2315,pwp_5,49,1,25
2316,pwp_6,39,1,25
2317,pwp_7,49,1,25
2318,pwp_8,23,1,25
2319,pwp_9,41,1,25
2320,pwp_10,42,1,25
2321,pwp_11,19,1,25
2322,cbt_0,25,1,25
2323,cbt_1,25,1,25
2324,cbt_2,25,1,25
2325,cbt_3,25,1,25
2326,cbt_4,24,1,25
2327,cbt_5,20,1,25
2328,cbt_6,23,1,25
2329,cbt_7,25,1,25
2330,cbt_8,23,1,25
2331,cbt_9,24,1,25
2332,cbt_10,24,1,25
2333,cbt_11,22,1,25
2334,cbt_12,24,1,25
2335,cbt_13,19,1,25
2336,couns_0,7,1,25
2337,couns_1,12,1,25
2338,couns_2,20,1,25
2339,couns_3,14,1,25
2340,pwp_0,27,1,26
2341,pwp_1,38,1,26
2342,pwp_2,48,1,26
2343,pwp_3,30,1,26
2344,pwp_4,37,1,26
2345,pwp_5,47,1,26
2346,pwp_6,43,1,26
2347,pwp_7,49,1,26
2348,pwp_8,24,1,26
2349,pwp_9,42,1,26
2350,pwp_10,41,1,26
2351,pwp_11,19,1,26
2352,cbt_0,25,1,26
2353,cbt_1,25,1,26
2354,cbt_2,25,1,26
2355,cbt_3,24,1,26
2356,cbt_4,24,1,26
2357,cbt_5,20,1,26
2358,cbt_6,23,1,26
2359,cbt_7,25,1,26
2360,cbt_8,23,1,26
2361,cbt_9,24,1,26
2362,cbt_10,24,1,26
2363,cbt_11,22,1,26
2364,cbt_12,24,1,26
2365,cbt_13,19,1,26
2366,couns_0,7,1,26
2367,couns_1,10,1,26
2368,couns_2,19,1,26
2369,couns_3,14,1,26
2370,pwp_0,26,1,27
2371,pwp_1,36,1,27
2372,pwp_2,48,1,27
2373,pwp_3,30,1,27
2374,pwp_4,38,1,27
2375,pwp_5,48,1,27
2376,pwp_6,42,1,27
2377,pwp_7,49,1,27
2378,pwp_8,26,1,27
2379,pwp_9,43,1,27
2380,pwp_10,38,1,27
2381,pwp_11,17,1,27
2382,cbt_0,25,1,27
2383,cbt_1,25,1,27
2384,cbt_2,25,1,27
2385,cbt_3,24,1,27
2386,cbt_4,25,1,27
2387,cbt_5,21,1,27
2388,cbt_6,23,1,27
2389,cbt_7,25,1,27
2390,cbt_8,23,1,27
2391,cbt_9,25,1,27
2392,cbt_10,24,1,27
2393,cbt_11,22,1,27
2394,cbt_12,24,1,27
2395,cbt_13,19,1,27
2396,couns_0,10,1,27
2397,couns_1,11,1,27
2398,couns_2,19,1,27
2399,couns_3,14,1,27
2400,pwp_0,26,1,28
2401,pwp_1,35,1,28
2402,pwp_2,47,1,28
2403,pwp_3,31,1,28
2404,pwp_4,37,1,28
2405,pwp_5,48,1,28
2406,pwp_6,41,1,28
2407,pwp_7,50,1,28
2408,pwp_8,26,1,28
2409,pwp_9,47,1,28
2410,pwp_10,38,1,28
2411,pwp_11,16,1,28
2412,cbt_0,25,1,28
2413,cbt_1,25,1,28
2414,cbt_2,25,1,28
2415,cbt_3,24,1,28
2416,cbt_4,25,1,28
2417,cbt_5,21,1,28
2418,cbt_6,23,1,28
2419,cbt_7,25,1,28
2420,cbt_8,24,1,28
2421,cbt_9,25,1,28
2422,cbt_10,24,1,28
2423,cbt_11,21,1,28
2424,cbt_12,24,1,28
2425,cbt_13,19,1,28
2426,couns_0,9,1,28
2427,couns_1,10,1,28
2428,couns_2,16,1,28
2429,couns_3,13,1,28
2430,pwp_0,25,1,29
2431,pwp_1,35,1,29
2432,pwp_2,46,1,29
2433,pwp_3,31,1,29
2434,pwp_4,39,1,29
2435,pwp_5,50,1,29
2436,pwp_6,41,1,29
2437,pwp_7,48,1,29
2438,pwp_8,27,1,29
2439,pwp_9,46,1,29
2440,pwp_10,37,1,29
2441,pwp_11,16,1,29
2442,cbt_0,25,1,29
2443,cbt_1,25,1,29
2444,cbt_2,25,1,29
2445,cbt_3,24,1,29
2446,cbt_4,25,1,29
2447,cbt_5,20,1,29
2448,cbt_6,23,1,29
2449,cbt_7,25,1,29
2450,cbt_8,24,1,29
2451,cbt_9,25,1,29
2452,cbt_10,24,1,29
2453,cbt_11,20,1,29
2454,cbt_12,24,1,29
2455,cbt_13,19,1,29
2456,couns_0,10,1,29
2457,couns_1,13,1,29
2458,couns_2,16,1,29
2459,couns_3,13,1,29
2460,pwp_0,26,1,30
2461,pwp_1,35,1,30
2462,pwp_2,46,1,30
2463,pwp_3,37,1,30
2464,pwp_4,39,1,30
2465,pwp_5,48,1,30
2466,pwp_6,40,1,30
2467,pwp_7,50,1,30
2468,pwp_8,28,1,30
2469,pwp_9,44,1,30
2470,pwp_10,37,1,30
2471,pwp_11,16,1,30
2472,cbt_0,25,1,30
2473,cbt_1,25,1,30
2474,cbt_2,25,1,30
2475,cbt_3,25,1,30
2476,cbt_4,25,1,30
2477,cbt_5,19,1,30
2478,cbt_6,23,1,30
2479,cbt_7,25,1,30
2480,cbt_8,24,1,30
2481,cbt_9,24,1,30
2482,cbt_10,24,1,30
2483,cbt_11,20,1,30
2484,cbt_12,24,1,30
2485,cbt_13,20,1,30
2486,couns_0,11,1,30
2487,couns_1,12,1,30
2488,couns_2,16,1,30
2489,couns_3,14,1,30
2490,pwp_0,25,1,31
2491,pwp_1,33,1,31
2492,pwp_2,46,1,31
2493,pwp_3,37,1,31
2494,pwp_4,38,1,31
2495,pwp_5,47,1,31
2496,pwp_6,40,1,31
2497,pwp_7,50,1,31
2498,pwp_8,31,1,31
2499,pwp_9,44,1,31
2500,pwp_10,36,1,31
2501,pwp_11,14,1,31
2502,cbt_0,25,1,31
2503,cbt_1,25,1,31
2504,cbt_2,25,1,31
2505,cbt_3,25,1,31
2506,cbt_4,25,1,31
2507,cbt_5,19,1,31
2508,cbt_6,23,1,31
2509,cbt_7,25,1,31
2510,cbt_8,24,1,31
2511,cbt_9,24,1,31
2512,cbt_10,24,1,31
2513,cbt_11,20,1,31
2514,cbt_12,24,1,31
2515,cbt_13,20,1,31
2516,couns_0,10,1,31
2517,couns_1,13,1,31
2518,couns_2,17,1,31
2519,couns_3,13,1,31
2520,pwp_0,25,1,32
2521,pwp_1,32,1,32
2522,pwp_2,46,1,32
2523,pwp_3,36,1,32
2524,pwp_4,38,1,32
2525,pwp_5,46,1,32
2526,pwp_6,39,1,32
2527,pwp_7,50,1,32
2528,pwp_8,36,1,32
2529,pwp_9,47,1,32
2530,pwp_10,36,1,32
2531,pwp_11,12,1,32
2532,cbt_0,25,1,32
2533,cbt_1,25,1,32
2534,cbt_2,25,1,32
2535,cbt_3,25,1,32
2536,cbt_4,25,1,32
2537,cbt_5,19,1,32
2538,cbt_6,23,1,32
2539,cbt_7,25,1,32
2540,cbt_8,24,1,32
2541,cbt_9,24,1,32
2542,cbt_10,24,1,32
2543,cbt_11,20,1,32
2544,cbt_12,24,1,32
2545,cbt_13,20,1,32
2546,couns_0,9,1,32
2547,couns_1,12,1,32
2548,couns_2,16,1,32
2549,couns_3,13,1,32
2550,pwp_0,26,1,33
2551,pwp_1,32,1,33
2552,pwp_2,46,1,33
2553,pwp_3,36,1,33
2554,pwp_4,46,1,33
2555,pwp_5,45,1,33
2556,pwp_6,37,1,33
2557,pwp_7,50,1,33
2558,pwp_8,34,1,33
2559,pwp_9,47,1,33
2560,pwp_10,34,1,33
2561,pwp_11,11,1,33
2562,cbt_0,25,1,33
2563,cbt_1,25,1,33
2564,cbt_2,25,1,33
2565,cbt_3,24,1,33
2566,cbt_4,25,1,33
2567,cbt_5,19,1,33
2568,cbt_6,24,1,33
2569,cbt_7,25,1,33
2570,cbt_8,23,1,33
2571,cbt_9,24,1,33
2572,cbt_10,24,1,33
2573,cbt_11,20,1,33
2574,cbt_12,24,1,33
2575,cbt_13,20,1,33
2576,couns_0,8,1,33
2577,couns_1,11,1,33
2578,couns_2,17,1,33
2579,couns_3,13,1,33
2580,pwp_0,23,1,34
2581,pwp_1,30,1,34
2582,pwp_2,45,1,34
2583,pwp_3,38,1,34
2584,pwp_4,45,1,34
2585,pwp_5,44,1,34
2586,pwp_6,37,1,34
2587,pwp_7,50,1,34
2588,pwp_8,34,1,34
2589,pwp_9,50,1,34
2590,pwp_10,34,1,34
2591,pwp_11,11,1,34
2592,cbt_0,25,1,34
2593,cbt_1,25,1,34
2594,cbt_2,25,1,34
2595,cbt_3,24,1,34
2596,cbt_4,25,1,34
2597,cbt_5,20,1,34
2598,cbt_6,24,1,34
2599,cbt_7,25,1,34
2600,cbt_8,23,1,34
2601,cbt_9,24,1,34
2602,cbt_10,24,1,34
2603,cbt_11,21,1,34
2604,cbt_12,23,1,34
2605,cbt_13,20,1,34
2606,couns_0,8,1,34
2607,couns_1,12,1,34
2608,couns_2,17,1,34
2609,couns_3,15,1,34
2610,pwp_0,23,1,35
2611,pwp_1,29,1,35
2612,pwp_2,43,1,35
2613,pwp_3,44,1,35
2614,pwp_4,47,1,35
2615,pwp_5,43,1,35
2616,pwp_6,37,1,35
2617,pwp_7,50,1,35
2618,pwp_8,34,1,35
2619,pwp_9,50,1,35
2620,pwp_10,34,1,35
2621,pwp_11,10,1,35
2622,cbt_0,25,1,35
2623,cbt_1,25,1,35
2624,cbt_2,25,1,35
2625,cbt_3,24,1,35
2626,cbt_4,24,1,35
2627,cbt_5,20,1,35
2628,cbt_6,24,1,35
2629,cbt_7,25,1,35
2630,cbt_8,23,1,35
2631,cbt_9,24,1,35
2632,cbt_10,24,1,35
2633,cbt_11,21,1,35
2634,cbt_12,23,1,35
2635,cbt_13,20,1,35
2636,couns_0,9,1,35
2637,couns_1,15,1,35
2638,couns_2,19,1,35
2639,couns_3,15,1,35
2640,pwp_0,24,1,36
2641,pwp_1,29,1,36
2642,pwp_2,43,1,36
2643,pwp_3,47,1,36
2644,pwp_4,47,1,36
2645,pwp_5,42,1,36
2646,pwp_6,36,1,36
2647,pwp_7,50,1,36
2648,pwp_8,35,1,36
2649,pwp_9,50,1,36
2650,pwp_10,33,1,36
2651,pwp_11,9,1,36
2652,cbt_0,25,1,36
2653,cbt_1,25,1,36
2654,cbt_2,25,1,36
2655,cbt_3,24,1,36
2656,cbt_4,24,1,36
2657,cbt_5,21,1,36
2658,cbt_6,24,1,36
2659,cbt_7,25,1,36
2660,cbt_8,23,1,36
2661,cbt_9,24,1,36
2662,cbt_10,24,1,36
2663,cbt_11,21,1,36
2664,cbt_12,23,1,36
2665,cbt_13,21,1,36
2666,couns_0,8,1,36
2667,couns_1,15,1,36
2668,couns_2,19,1,36
2669,couns_3,16,1,36
2670,pwp_0,22,1,37
2671,pwp_1,29,1,37
2672,pwp_2,42,1,37
2673,pwp_3,45,1,37
2674,pwp_4,47,1,37
2675,pwp_5,41,1,37
2676,pwp_6,36,1,37
2677,pwp_7,49,1,37
2678,pwp_8,36,1,37
2679,pwp_9,50,1,37
2680,pwp_10,32,1,37
2681,pwp_11,8,1,37
2682,cbt_0,25,1,37
2683,cbt_1,25,1,37
2684,cbt_2,25,1,37
2685,cbt_3,24,1,37
2686,cbt_4,25,1,37
2687,cbt_5,21,1,37
2688,cbt_6,24,1,37
2689,cbt_7,25,1,37
2690,cbt_8,23,1,37
2691,cbt_9,24,1,37
2692,cbt_10,23,1,37
2693,cbt_11,20,1,37
2694,cbt_12,23,1,37
2695,cbt_13,21,1,37
2696,couns_0,8,1,37
2697,couns_1,15,1,37
2698,couns_2,19,1,37
2699,couns_3,16,1,37
2700,pwp_0,22,1,38
2701,pwp_1,29,1,38
2702,pwp_2,40,1,38
2703,pwp_3,44,1,38
2704,pwp_4,50,1,38
2705,pwp_5,41,1,38
2706,pwp_6,34,1,38
2707,pwp_7,49,1,38
2708,pwp_8,36,1,38
2709,pwp_9,50,1,38
2710,pwp_10,32,1,38
2711,pwp_11,6,1,38
2712,cbt_0,25,1,38
2713,cbt_1,25,1,38
2714,cbt_2,25,1,38
2715,cbt_3,24,1,38
2716,cbt_4,25,1,38
2717,cbt_5,21,1,38
2718,cbt_6,24,1,38
2719,cbt_7,25,1,38
2720,cbt_8,23,1,38
2721,cbt_9,24,1,38
2722,cbt_10,23,1,38
2723,cbt_11,20,1,38
2724,cbt_12,22,1,38
2725,cbt_13,21,1,38
2726,couns_0,8,1,38
2727,couns_1,15,1,38
2728,couns_2,18,1,38
2729,couns_3,17,1,38
2730,pwp_0,24,1,39
2731,pwp_1,27,1,39
2732,pwp_2,40,1,39
2733,pwp_3,44,1,39
2734,pwp_4,49,1,39
2735,pwp_5,44,1,39
2736,pwp_6,30,1,39
2737,pwp_7,49,1,39
2738,pwp_8,35,1,39
2739,pwp_9,50,1,39
2740,pwp_10,31,1,39
2741,pwp_11,5,1,39
2742,cbt_0,25,1,39
2743,cbt_1,25,1,39
2744,cbt_2,25,1,39
2745,cbt_3,24,1,39
2746,cbt_4,25,1,39
2747,cbt_5,21,1,39
2748,cbt_6,24,1,39
2749,cbt_7,25,1,39
2750,cbt_8,23,1,39
2751,cbt_9,24,1,39
2752,cbt_10,23,1,39
2753,cbt_11,20,1,39
2754,cbt_12,22,1,39
2755,cbt_13,21,1,39
2756,couns_0,7,1,39
2757,couns_1,16,1,39
2758,couns_2,18,1,39
2759,couns_3,16,1,39
2760,pwp_0,23,1,40
2761,pwp_1,27,1,40
2762,pwp_2,40,1,40
2763,pwp_3,43,1,40
2764,pwp_4,48,1,40
2765,pwp_5,45,1,40
2766,pwp_6,29,1,40
2767,pwp_7,48,1,40
2768,pwp_8,34,1,40
2769,pwp_9,50,1,40
2770,pwp_10,29,1,40
2771,pwp_11,5,1,40
2772,cbt_0,25,1,40
2773,cbt_1,25,1,40
2774,cbt_2,25,1,40
2775,cbt_3,24,1,40
2776,cbt_4,25,1,40
2777,cbt_5,21,1,40
2778,cbt_6,24,1,40
2779,cbt_7,25,1,40
2780,cbt_8,23,1,40
2781,cbt_9,24,1,40
2782,cbt_10,23,1,40
2783,cbt_11,19,1,40
2784,cbt_12,22,1,40
2785,cbt_13,21,1,40
2786,couns_0,6,1,40
2787,couns_1,16,1,40
2788,couns_2,19,1,40
2789,couns_3,18,1,40
2790,pwp_0,24,1,41
2791,pwp_1,25,1,41
2792,pwp_2,40,1,41
2793,pwp_3,41,1,41
2794,pwp_4,46,1,41
2795,pwp_5,44,1,41
2796,pwp_6,29,1,41
2797,pwp_7,48,1,41
2798,pwp_8,34,1,41
2799,pwp_9,50,1,41
2800,pwp_10,29,1,41
2801,pwp_11,6,1,41
2802,cbt_0,25,1,41
2803,cbt_1,25,1,41
2804,cbt_2,25,1,41
2805,cbt_3,24,1,41
2806,cbt_4,25,1,41
2807,cbt_5,21,1,41
2808,cbt_6,24,1,41
2809,cbt_7,25,1,41
2810,cbt_8,23,1,41
2811,cbt_9,24,1,41
2812,cbt_10,23,1,41
2813,cbt_11,20,1,41
2814,cbt_12,22,1,41
2815,cbt_13,20,1,41
2816,couns_0,6,1,41
2817,couns_1,14,1,41
2818,couns_2,19,1,41
2819,couns_3,18,1,41
2820,pwp_0,26,1,42
2821,pwp_1,23,1,42
2822,pwp_2,40,1,42
2823,pwp_3,43,1,42
2824,pwp_4,45,1,42
2825,pwp_5,43,1,42
2826,pwp_6,29,1,42
2827,pwp_7,49,1,42
2828,pwp_8,34,1,42
2829,pwp_9,50,1,42
2830,pwp_10,29,1,42
2831,pwp_11,10,1,42
2832,cbt_0,25,1,42
2833,cbt_1,25,1,42
2834,cbt_2,25,1,42
2835,cbt_3,24,1,42
2836,cbt_4,24,1,42
2837,cbt_5,20,1,42
2838,cbt_6,24,1,42
2839,cbt_7,25,1,42
2840,cbt_8,23,1,42
2841,cbt_9,24,1,42
2842,cbt_10,23,1,42
2843,cbt_11,20,1,42
2844,cbt_12,22,1,42
2845,cbt_13,20,1,42
2846,couns_0,6,1,42
2847,couns_1,13,1,42
2848,couns_2,19,1,42
2849,couns_3,17,1,42
2850,pwp_0,25,1,43
2851,pwp_1,20,1,43
2852,pwp_2,41,1,43
2853,pwp_3,43,1,43
2854,pwp_4,50,1,43
2855,pwp_5,45,1,43
2856,pwp_6,29,1,43
2857,pwp_7,46,1,43
2858,pwp_8,33,1,43
2859,pwp_9,50,1,43
2860,pwp_10,31,1,43
2861,pwp_11,8,1,43
2862,cbt_0,25,1,43
2863,cbt_1,25,1,43
2864,cbt_2,25,1,43
2865,cbt_3,24,1,43
2866,cbt_4,22,1,43
2867,cbt_5,21,1,43
2868,cbt_6,24,1,43
2869,cbt_7,25,1,43
2870,cbt_8,23,1,43
2871,cbt_9,24,1,43
2872,cbt_10,23,1,43
2873,cbt_11,20,1,43
2874,cbt_12,22,1,43
2875,cbt_13,21,1,43
2876,couns_0,8,1,43
2877,couns_1,15,1,43
2878,couns_2,19,1,43
2879,couns_3,18,1,43
2880,pwp_0,26,1,44
2881,pwp_1,19,1,44
2882,pwp_2,40,1,44
2883,pwp_3,43,1,44
2884,pwp_4,50,1,44
2885,pwp_5,49,1,44
2886,pwp_6,29,1,44
2887,pwp_7,46,1,44
2888,pwp_8,33,1,44
2889,pwp_9,50,1,44
2890,pwp_10,30,1,44
2891,pwp_11,6,1,44
2892,cbt_0,24,1,44
2893,cbt_1,25,1,44
2894,cbt_2,25,1,44
2895,cbt_3,24,1,44
2896,cbt_4,23,1,44
2897,cbt_5,22,1,44
2898,cbt_6,24,1,44
2899,cbt_7,25,1,44
2900,cbt_8,23,1,44
2901,cbt_9,24,1,44
2902,cbt_10,23,1,44
2903,cbt_11,20,1,44
2904,cbt_12,23,1,44
2905,cbt_13,22,1,44
2906,couns_0,8,1,44
2907,couns_1,15,1,44
2908,couns_2,19,1,44
2909,couns_3,18,1,44
2910,pwp_0,26,1,45
2911,pwp_1,18,1,45
2912,pwp_2,39,1,45
2913,pwp_3,41,1,45
2914,pwp_4,49,1,45
2915,pwp_5,47,1,45
2916,pwp_6,26,1,45
2917,pwp_7,45,1,45
2918,pwp_8,32,1,45
2919,pwp_9,50,1,45
2920,pwp_10,29,1,45
2921,pwp_11,5,1,45
2922,cbt_0,24,1,45
2923,cbt_1,25,1,45
2924,cbt_2,25,1,45
2925,cbt_3,24,1,45
2926,cbt_4,23,1,45
2927,cbt_5,22,1,45
2928,cbt_6,24,1,45
2929,cbt_7,25,1,45
2930,cbt_8,23,1,45
2931,cbt_9,24,1,45
2932,cbt_10,23,1,45
2933,cbt_11,20,1,45
2934,cbt_12,23,1,45
2935,cbt_13,22,1,45
2936,couns_0,9,1,45
2937,couns_1,16,1,45
2938,couns_2,19,1,45
2939,couns_3,18,1,45
2940,pwp_0,31,1,46
2941,pwp_1,17,1,46
2942,pwp_2,40,1,46
2943,pwp_3,41,1,46
2944,pwp_4,48,1,46
2945,pwp_5,47,1,46
2946,pwp_6,24,1,46
2947,pwp_7,45,1,46
2948,pwp_8,31,1,46
2949,pwp_9,50,1,46
2950,pwp_10,27,1,46
2951,pwp_11,5,1,46
2952,cbt_0,24,1,46
2953,cbt_1,25,1,46
2954,cbt_2,25,1,46
2955,cbt_3,23,1,46
2956,cbt_4,23,1,46
2957,cbt_5,22,1,46
2958,cbt_6,24,1,46
2959,cbt_7,24,1,46
2960,cbt_8,23,1,46
2961,cbt_9,24,1,46
2962,cbt_10,23,1,46
2963,cbt_11,20,1,46
2964,cbt_12,23,1,46
2965,cbt_13,23,1,46
2966,couns_0,9,1,46
