,Week Number,Referral Screen Mins,Referrals Rejected,Referrals Delay Opt-in,Referrals Opted-in,Referrals Wait Opt-in,TA Total Accept,Run
38,38,77305.18472069025,1114.0,0.3795178647720352,1433.0,1.53192789132886,174.0,0
39,39,79518.72370757189,1157.0,0.378922630432655,1466.0,1.526472509440796,179.0,0
40,40,81524.0220091081,1191.0,0.3773976342349444,1495.0,1.522927796747649,183.0,0
41,41,84009.47855451985,1214.0,0.37654807334328555,1546.0,1.5112243363500584,187.0,0
42,42,85994.00290291103,1243.0,0.3773747192346625,1586.0,1.5073130287495502,192.0,0
43,43,87969.3712998188,1277.0,0.37816241103923237,1628.0,1.5051061471125224,196.0,0
44,44,90319.30273589648,1316.0,0.37608468747006846,1664.0,1.5012093732041292,201.0,0
45,45,92467.45035020262,1349.0,0.37725008943308525,1705.0,1.5094365562546357,206.0,0
46,46,94646.9505207697,1375.0,0.376604782809042,1748.0,1.5153778575132537,211.0,0
47,47,96846.32636329501,1406.0,0.375874363478217,1791.0,1.5160997330403203,216.0,0
48,48,98836.62607929765,1435.0,0.37460445128683995,1830.0,1.5219611369121782,220.0,0
49,49,100858.75820498454,1466.0,0.37294803966220846,1867.0,1.5177704519237516,224.0,0
50,50,102824.23808899557,1499.0,0.37259615400558316,1900.0,1.5197970018114697,228.0,0
51,51,104603.46614396153,1523.0,0.37319187562279343,1931.0,1.5182130652165453,233.0,0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,1715.3644462704574,21.0,0.3754811294044129,36.0,1.761165963847425,5.0,1
2,2,3929.4886202023463,54.0,0.3604211439608181,81.0,1.5818295674902787,9.0,1
3,3,6451.636033569209,89.0,0.38835270696588536,129.0,1.5321374938229062,14.0,1
4,4,8941.32316379347,124.0,0.3790143218199379,176.0,1.564499079843079,19.0,1
5,5,11240.458213538359,158.0,0.37909079663569717,231.0,1.6036321155252424,23.0,1
