,Week Number,Referral Screen Mins,Referrals Rejected,Referrals Delay Opt-in,Referrals Opted-in,Referrals Wait Opt-in,TA Total Accept,Run
28,28,57281.70601251352,826.0,0.37877074041041464,1045.0,1.5321103949305566,129.0,0
29,29,59302.437517597675,852.0,0.37808466947196767,1087.0,1.527236269537835,134.0,0
30,30,61125.109352239124,879.0,0.3797487339824018,1123.0,1.5291100309027015,138.0,0
31,31,62932.956431948354,902.0,0.3816987429388699,1164.0,1.5264076155704156,142.0,0
32,32,64900.92906231519,917.0,0.382822283847723,1206.0,1.5316431962317891,147.0,0
33,33,66996.73022241594,941.0,0.3827963872670772,1247.0,1.5384764516314817,151.0,0
34,34,69041.31410808937,968.0,0.3795878036821111,1281.0,1.5297347607265661,156.0,0
35,35,70892.76689961508,1005.0,0.3778955457017381,1308.0,1.5278472772539693,161.0,0
36,36,73035.60154800303,1040.0,0.378933219358978,1350.0,1.5345069954599746,165.0,0
37,37,75125.25035677262,1073.0,0.37851049614712245,1390.0,1.5300133146319972,169.0,0
